background,background_group,kind,output_v3,snr_db,source_clean,source_group,split
output_v3/background_pool/air_conditioner_fold3_177742_203.wav,air_conditioner_air,augmented,output_v3/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_004_0012179_0016179_03_air_conditioner_fold3_177742_203.wav,4.044,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_004_0012179_0016179.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
,,clean,output_v3/train/drone/clean_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_005_0015929_0017468.wav,,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_005_0015929_0017468.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
output_v3/background_pool/siren_fold3_22601_47.wav,siren_siren,augmented,output_v3/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_005_0015929_0017468_00_siren_fold3_22601_47.wav,-2.204,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_005_0015929_0017468.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
output_v3/background_pool/jackhammer_fold1_180937_30.wav,jackhammer_jackhammer,augmented,output_v3/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_005_0015929_0017468_01_jackhammer_fold1_180937_30.wav,8.726,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_005_0015929_0017468.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
output_v3/background_pool/air_conditioner_fold4_195969_22.wav,air_conditioner_air,augmented,output_v3/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_005_0015929_0017468_02_air_conditioner_fold4_195969_22.wav,-3.5,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_005_0015929_0017468.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
output_v3/background_pool/jackhammer_fold3_62837_64.wav,jackhammer_jackhammer,augmented,output_v3/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_005_0015929_0017468_03_jackhammer_fold3_62837_64.wav,13.102,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_005_0015929_0017468.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
,,clean,output_v3/train/drone/clean_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_006_0018078_0022078.wav,,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_006_0018078_0022078.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
output_v3/background_pool/engine_idling_fold9_39856_0.wav,engine_idling_engine,augmented,output_v3/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_006_0018078_0022078_00_engine_idling_fold9_39856_0.wav,-1.64,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_006_0018078_0022078.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
output_v3/background_pool/air_conditioner_fold9_101729_23.wav,air_conditioner_air,augmented,output_v3/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_006_0018078_0022078_01_air_conditioner_fold9_101729_23.wav,-1.544,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_006_0018078_0022078.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
output_v3/background_pool/jackhammer_fold10_188813_0.wav,jackhammer_jackhammer,augmented,output_v3/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_006_0018078_0022078_02_jackhammer_fold10_188813_0.wav,-2.027,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_006_0018078_0022078.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
output_v3/background_pool/air_conditioner_fold9_165454_8.wav,air_conditioner_air,augmented,output_v3/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_006_0018078_0022078_03_air_conditioner_fold9_165454_8.wav,4.581,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_006_0018078_0022078.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
,,clean,output_v3/train/drone/clean_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_007_0021828_0025828.wav,,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_007_0021828_0025828.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
output_v3/background_pool/siren_fold3_94636_10.wav,siren_siren,augmented,output_v3/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_007_0021828_0025828_00_siren_fold3_94636_10.wav,12.693,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_007_0021828_0025828.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
output_v3/background_pool/drilling_fold2_76086_36.wav,drilling_drilling,augmented,output_v3/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_007_0021828_0025828_01_drilling_fold2_76086_36.wav,10.638,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_007_0021828_0025828.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
output_v3/background_pool/drilling_fold2_76086_36.wav,drilling_drilling,augmented,output_v3/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_007_0021828_0025828_02_drilling_fold2_76086_36.wav,6.313,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_007_0021828_0025828.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
output_v3/background_pool/engine_idling_fold9_62567_6.wav,engine_idling_engine,augmented,output_v3/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_007_0021828_0025828_03_engine_idling_fold9_62567_6.wav,-0.62,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_007_0021828_0025828.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
,,clean,output_v3/train/drone/clean_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_008_0025578_0029578.wav,,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_008_0025578_0029578.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
output_v3/background_pool/siren_fold2_102871_5.wav,siren_siren,augmented,output_v3/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_008_0025578_0029578_00_siren_fold2_102871_5.wav,5.589,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_008_0025578_0029578.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
output_v3/background_pool/engine_idling_fold7_194962_1.wav,engine_idling_engine,augmented,output_v3/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_008_0025578_0029578_01_engine_idling_fold7_194962_1.wav,8.137,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_008_0025578_0029578.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
output_v3/background_pool/siren_fold9_157866_8.wav,siren_siren,augmented,output_v3/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_008_0025578_0029578_02_siren_fold9_157866_8.wav,6.514,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_008_0025578_0029578.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
output_v3/background_pool/engine_idling_fold9_119449_5.wav,engine_idling_engine,augmented,output_v3/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_008_0025578_0029578_03_engine_idling_fold9_119449_5.wav,11.904,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_008_0025578_0029578.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
,,clean,output_v3/train/drone/clean_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_009_0029328_0033328.wav,,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_009_0029328_0033328.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
output_v3/background_pool/siren_fold10_159742_13.wav,siren_siren,augmented,output_v3/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_009_0029328_0033328_00_siren_fold10_159742_13.wav,9.011,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_009_0029328_0033328.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
output_v3/background_pool/drilling_fold6_58005_24.wav,drilling_drilling,augmented,output_v3/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_009_0029328_0033328_01_drilling_fold6_58005_24.wav,14.76,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_009_0029328_0033328.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
output_v3/background_pool/engine_idling_fold5_23219_9.wav,engine_idling_engine,augmented,output_v3/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_009_0029328_0033328_02_engine_idling_fold5_23219_9.wav,-3.877,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_009_0029328_0033328.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
output_v3/background_pool/air_conditioner_fold5_100852_24.wav,air_conditioner_air,augmented,output_v3/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_009_0029328_0033328_03_air_conditioner_fold5_100852_24.wav,7.283,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_009_0029328_0033328.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
,,clean,output_v3/train/drone/clean_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_010_0033078_0037078.wav,,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_010_0033078_0037078.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
output_v3/background_pool/siren_fold8_133473_5.wav,siren_siren,augmented,output_v3/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_010_0033078_0037078_00_siren_fold8_133473_5.wav,11.886,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_010_0033078_0037078.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
output_v3/background_pool/air_conditioner_fold5_100852_24.wav,air_conditioner_air,augmented,output_v3/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_010_0033078_0037078_01_air_conditioner_fold5_100852_24.wav,-2.167,output_v3/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_010_0033078_0037078.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared,train
