background_group,background_path,background_sha1,original_path
air_conditioner_air,output_v3/background_pool/air_conditioner_fold5_178686_38.wav,9718c71a97052ac49359354ad0e3ea5160b8b666,backgrounds/urbansound8k/air_conditioner/air_conditioner_fold5_178686_38.wav
siren_siren,output_v3/background_pool/siren_fold2_102871_5.wav,81bd63e672fdc0d558a997287a3ed93cd9ed49c8,backgrounds/urbansound8k/siren/siren_fold2_102871_5.wav
siren_siren,output_v3/background_pool/siren_fold3_22601_47.wav,6095b1d1901bd9e77eaac99c23fdfac502e0493c,backgrounds/urbansound8k/siren/siren_fold3_22601_47.wav
drilling_drilling,output_v3/background_pool/drilling_fold7_71529_2.wav,f1f821dfad4fd521df3856f10b949d43d684870c,backgrounds/urbansound8k/drilling/drilling_fold7_71529_2.wav
air_conditioner_air,output_v3/background_pool/air_conditioner_fold5_178686_68.wav,a2e06572f5c6ad24b6046dc7238919bc2559035f,backgrounds/urbansound8k/air_conditioner/air_conditioner_fold5_178686_68.wav
drilling_drilling,output_v3/background_pool/drilling_fold6_66623_4.wav,43964fa880c96221acb5a3d69fb2d32a658ae528,backgrounds/urbansound8k/drilling/drilling_fold6_66623_4.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold2_201652_4.wav,6436e93284ff06422e97e6fd1711899abe014d87,backgrounds/urbansound8k/engine_idling/engine_idling_fold2_201652_4.wav
siren_siren,output_v3/background_pool/siren_fold3_22601_42.wav,9dade2ee38e998e3a21914f0465c145ac734f1e5,backgrounds/urbansound8k/siren/siren_fold3_22601_42.wav
air_conditioner_air,output_v3/background_pool/air_conditioner_fold7_177729_63.wav,876b5a3d51f15a13065dbca894cae2ebe51e13e4,backgrounds/urbansound8k/air_conditioner/air_conditioner_fold7_177729_63.wav
drilling_drilling,output_v3/background_pool/drilling_fold2_77751_0.wav,d8f1fa30772b99488bebb690358b808d15277fc6,backgrounds/urbansound8k/drilling/drilling_fold2_77751_0.wav
air_conditioner_air,output_v3/background_pool/air_conditioner_fold6_204240_25.wav,d6e578ddf44b555305ff71dafe066f9f2e7de969,backgrounds/urbansound8k/air_conditioner/air_conditioner_fold6_204240_25.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold10_39847_0.wav,abff0cdf4d87c735ccce11c4847647de879bacdc,backgrounds/urbansound8k/engine_idling/engine_idling_fold10_39847_0.wav
siren_siren,output_v3/background_pool/siren_fold9_157866_8.wav,a43ca6ddfe462c3eb7549861fcac4f286422a6b6,backgrounds/urbansound8k/siren/siren_fold9_157866_8.wav
air_conditioner_air,output_v3/background_pool/air_conditioner_fold9_79089_115.wav,114653d48c756be7654c84f52b113737900bc491,backgrounds/urbansound8k/air_conditioner/air_conditioner_fold9_79089_115.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold6_78651_12.wav,e6b15b51aa04bd80103208213ce7df86bb22a936,backgrounds/urbansound8k/engine_idling/engine_idling_fold6_78651_12.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold9_187075_5.wav,ce4a4783a1da0caeb874d1be869a46fee8cdb2e8,backgrounds/urbansound8k/engine_idling/engine_idling_fold9_187075_5.wav
drilling_drilling,output_v3/background_pool/drilling_fold3_42937_0.wav,6cb64a83a07151d1ae1b8fe6cd1fa9eb7526f108,backgrounds/urbansound8k/drilling/drilling_fold3_42937_0.wav
siren_siren,output_v3/background_pool/siren_fold10_74364_8.wav,178ddbce95ca7f7c22b2bef3750478748486bb51,backgrounds/urbansound8k/siren/siren_fold10_74364_8.wav
siren_siren,output_v3/background_pool/siren_fold1_157867_14.wav,8b59f4fc7a01bdc3b2c4d614426eecf9e5c03f9a,backgrounds/urbansound8k/siren/siren_fold1_157867_14.wav
siren_siren,output_v3/background_pool/siren_fold8_96657_2.wav,f5ef69395e99032aac2bda03e0862df86bce0bf0,backgrounds/urbansound8k/siren/siren_fold8_96657_2.wav
air_conditioner_air,output_v3/background_pool/air_conditioner_fold5_100852_5.wav,68cb6434ed6e72e978c528023a33e269744a12e7,backgrounds/urbansound8k/air_conditioner/air_conditioner_fold5_100852_5.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold2_177592_4.wav,68b61a7d8b8ffaec8d19bf06f615b5465d340ad3,backgrounds/urbansound8k/engine_idling/engine_idling_fold2_177592_4.wav
siren_siren,output_v3/background_pool/siren_fold6_124389_17.wav,6d7c1fa61485430e297daf8f909e22fe388d7340,backgrounds/urbansound8k/siren/siren_fold6_124389_17.wav
jackhammer_jackhammer,output_v3/background_pool/jackhammer_fold3_31884_2.wav,bb50950de5f87a9e6e46264811686c70f8832f13,backgrounds/urbansound8k/jackhammer/jackhammer_fold3_31884_2.wav
drilling_drilling,output_v3/background_pool/drilling_fold8_161129_6.wav,d3a818b1d9e08a05b5ff1c4dd5c6c3e7cfddd11a,backgrounds/urbansound8k/drilling/drilling_fold8_161129_6.wav
siren_siren,output_v3/background_pool/siren_fold6_124389_1.wav,bab7fd2d05cfb0c6b1ab630ed6ff4db8c367308e,backgrounds/urbansound8k/siren/siren_fold6_124389_1.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold7_149193_5.wav,073752850ef55fea8674fcce286865afd33d3cbd,backgrounds/urbansound8k/engine_idling/engine_idling_fold7_149193_5.wav
drilling_drilling,output_v3/background_pool/drilling_fold3_63095_19.wav,c2488199fba8b3ed8014ea77c4dc133124e57ca8,backgrounds/urbansound8k/drilling/drilling_fold3_63095_19.wav
jackhammer_jackhammer,output_v3/background_pool/jackhammer_fold8_125678_2.wav,28a9183be92df8f3fa4469317fd956e1b391ba54,backgrounds/urbansound8k/jackhammer/jackhammer_fold8_125678_2.wav
drilling_drilling,output_v3/background_pool/drilling_fold3_103199_9.wav,c765394abb109592e722571327f7e24cd8dc6d85,backgrounds/urbansound8k/drilling/drilling_fold3_103199_9.wav
drilling_drilling,output_v3/background_pool/drilling_fold4_169466_10.wav,e15615f96efa4c1b6f7c7c185255abd47681f936,backgrounds/urbansound8k/drilling/drilling_fold4_169466_10.wav
air_conditioner_air,output_v3/background_pool/air_conditioner_fold1_134717_18.wav,8fb836b61affa4f394d7e826acaac60e3f1c7bd7,backgrounds/urbansound8k/air_conditioner/air_conditioner_fold1_134717_18.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold5_23219_9.wav,033090dc168dfd51cda381a4e9a25fa756c55496,backgrounds/urbansound8k/engine_idling/engine_idling_fold5_23219_9.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold6_94632_8.wav,acbfd6e06ea197041419dd0fd64a493735112718,backgrounds/urbansound8k/engine_idling/engine_idling_fold6_94632_8.wav
drilling_drilling,output_v3/background_pool/drilling_fold5_205878_0.wav,06522da27d622cbeb302c83194227b631a6cdc1e,backgrounds/urbansound8k/drilling/drilling_fold5_205878_0.wav
jackhammer_jackhammer,output_v3/background_pool/jackhammer_fold4_22883_4.wav,2b7d58a11c0f24e614d6a7772472fb619359af53,backgrounds/urbansound8k/jackhammer/jackhammer_fold4_22883_4.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold9_39856_0.wav,2dce9942c66adf47fd6d86e83a776aa7716793d5,backgrounds/urbansound8k/engine_idling/engine_idling_fold9_39856_0.wav
jackhammer_jackhammer,output_v3/background_pool/jackhammer_fold6_30206_12.wav,306477f0fd34fbed917b97d13ee6e363f207d027,backgrounds/urbansound8k/jackhammer/jackhammer_fold6_30206_12.wav
drilling_drilling,output_v3/background_pool/drilling_fold2_59594_4.wav,541e0534eb99cd74deaee2da85e87290bba81d69,backgrounds/urbansound8k/drilling/drilling_fold2_59594_4.wav
drilling_drilling,output_v3/background_pool/drilling_fold4_144351_6.wav,b13be4c43e8585b13eb7f9953abd665b3809deba,backgrounds/urbansound8k/drilling/drilling_fold4_144351_6.wav
siren_siren,output_v3/background_pool/siren_fold2_159750_5.wav,1b1de53f0f46700bbe09c77a919875cd8ae4e1a4,backgrounds/urbansound8k/siren/siren_fold2_159750_5.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold2_201652_3.wav,35b84912aaafc54adffc78abd7a16cfb18c04665,backgrounds/urbansound8k/engine_idling/engine_idling_fold2_201652_3.wav
air_conditioner_air,output_v3/background_pool/air_conditioner_fold1_134717_25.wav,0b31c63c0a4a3bc0ca37dcbfbb582d475cc6fbf2,backgrounds/urbansound8k/air_conditioner/air_conditioner_fold1_134717_25.wav
siren_siren,output_v3/background_pool/siren_fold5_203913_4.wav,616d7f0d89b68919203e75305edef2848baf9305,backgrounds/urbansound8k/siren/siren_fold5_203913_4.wav
air_conditioner_air,output_v3/background_pool/air_conditioner_fold1_177621_47.wav,52be4aeac0e7cbc3720d522045f813f62ee96466,backgrounds/urbansound8k/air_conditioner/air_conditioner_fold1_177621_47.wav
jackhammer_jackhammer,output_v3/background_pool/jackhammer_fold8_24728_0.wav,d50c7f628343db33b81097f47e21c8c197bc765b,backgrounds/urbansound8k/jackhammer/jackhammer_fold8_24728_0.wav
jackhammer_jackhammer,output_v3/background_pool/jackhammer_fold1_103074_5.wav,f8241000925578c68a3292fc9df9d64d82d6b497,backgrounds/urbansound8k/jackhammer/jackhammer_fold1_103074_5.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold9_62567_6.wav,5cbc0c29436ca402e1c0a32b6ba4a72e115d6751,backgrounds/urbansound8k/engine_idling/engine_idling_fold9_62567_6.wav
drilling_drilling,output_v3/background_pool/drilling_fold2_76086_43.wav,8e5fb16c00a75e92fb93562d84bba83012087c13,backgrounds/urbansound8k/drilling/drilling_fold2_76086_43.wav
drilling_drilling,output_v3/background_pool/drilling_fold1_22962_1.wav,b78b4b4fd5a84dc82a3fce725abe1e8cea154aa0,backgrounds/urbansound8k/drilling/drilling_fold1_22962_1.wav
siren_siren,output_v3/background_pool/siren_fold8_117181_6.wav,3057e72001247a6f86d64d60effaf423f7ec10f7,backgrounds/urbansound8k/siren/siren_fold8_117181_6.wav
air_conditioner_air,output_v3/background_pool/air_conditioner_fold8_177726_29.wav,be2fd8781594e6065dc624bdcc14747511596dd0,backgrounds/urbansound8k/air_conditioner/air_conditioner_fold8_177726_29.wav
siren_siren,output_v3/background_pool/siren_fold2_91396_1.wav,7039efa72b22bb342d8f39b5e4cc37ee3ca5ac0e,backgrounds/urbansound8k/siren/siren_fold2_91396_1.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold2_177592_2.wav,3237b3202802f6be88f5ab35c10051838c00cda9,backgrounds/urbansound8k/engine_idling/engine_idling_fold2_177592_2.wav
siren_siren,output_v3/background_pool/siren_fold5_156869_6.wav,82a9551aebef8203eabffd8d885507b8d68700ed,backgrounds/urbansound8k/siren/siren_fold5_156869_6.wav
siren_siren,output_v3/background_pool/siren_fold6_75490_1.wav,2364a77c05a087909862f8498f40d515149841b6,backgrounds/urbansound8k/siren/siren_fold6_75490_1.wav
jackhammer_jackhammer,output_v3/background_pool/jackhammer_fold3_62837_64.wav,992b623c58644391eae6323fb27c34616deae55f,backgrounds/urbansound8k/jackhammer/jackhammer_fold3_62837_64.wav
siren_siren,output_v3/background_pool/siren_fold1_157867_26.wav,98fe81bd57e2f5d87e5873262f29846750caddc9,backgrounds/urbansound8k/siren/siren_fold1_157867_26.wav
siren_siren,output_v3/background_pool/siren_fold8_133473_5.wav,533aa94dbc3bf3bc8c63a7a72e5fc1b6779e8a03,backgrounds/urbansound8k/siren/siren_fold8_133473_5.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold2_106015_20.wav,a32bc007e1b1415c3b618377f6e03bd045a1f4af,backgrounds/urbansound8k/engine_idling/engine_idling_fold2_106015_20.wav
us8k_siren,output_v3/background_pool/us8k_siren_siren_fold5_164782_1.wav,99bab3eceb268a3477b7fd38f280d265be830d31,backgrounds/urbansound8k_imported/us8k_siren_siren_fold5_164782_1.wav
air_conditioner_air,output_v3/background_pool/air_conditioner_fold5_178686_2.wav,a1f1d6d8e1974b5a2ca656e6478828f34bce9cd7,backgrounds/urbansound8k/air_conditioner/air_conditioner_fold5_178686_2.wav
air_conditioner_air,output_v3/background_pool/air_conditioner_fold1_177621_35.wav,a00280e6054e67ecc3cdcfbc96ad05a497126c62,backgrounds/urbansound8k/air_conditioner/air_conditioner_fold1_177621_35.wav
air_conditioner_air,output_v3/background_pool/air_conditioner_fold3_30204_4.wav,7734e750cdea457afe52fa7b4d4595b0300a9229,backgrounds/urbansound8k/air_conditioner/air_conditioner_fold3_30204_4.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold6_39884_7.wav,3f3b80b3239c03aa5bc79dadf73b641ba4871f3a,backgrounds/urbansound8k/engine_idling/engine_idling_fold6_39884_7.wav
jackhammer_jackhammer,output_v3/background_pool/jackhammer_fold10_188813_0.wav,e44fc9f88db17666b84ffc779cafaf1ad123457c,backgrounds/urbansound8k/jackhammer/jackhammer_fold10_188813_0.wav
jackhammer_jackhammer,output_v3/background_pool/jackhammer_fold1_180937_28.wav,fdd25d2d125ea556416180699d4fee87542cac53,backgrounds/urbansound8k/jackhammer/jackhammer_fold1_180937_28.wav
siren_siren,output_v3/background_pool/siren_fold2_159747_14.wav,41e5d2f8483411c5942f80acd7d2c0295736038d,backgrounds/urbansound8k/siren/siren_fold2_159747_14.wav
drilling_drilling,output_v3/background_pool/drilling_fold2_34621_0.wav,40a0fadc1d217c2ce18baedc7a88b68947169b6f,backgrounds/urbansound8k/drilling/drilling_fold2_34621_0.wav
air_conditioner_air,output_v3/background_pool/air_conditioner_fold3_177742_203.wav,15b25d4c7ffde0af24ebe4692e454440c0978e1b,backgrounds/urbansound8k/air_conditioner/air_conditioner_fold3_177742_203.wav
jackhammer_jackhammer,output_v3/background_pool/jackhammer_fold1_180937_30.wav,e2ba0614e3ca9aad91ea11db0bff3af152469d02,backgrounds/urbansound8k/jackhammer/jackhammer_fold1_180937_30.wav
drilling_drilling,output_v3/background_pool/drilling_fold10_187863_5.wav,046c1f624a309049ba24c4eaee3b89ec4deb6b14,backgrounds/urbansound8k/drilling/drilling_fold10_187863_5.wav
drilling_drilling,output_v3/background_pool/drilling_fold8_180134_13.wav,92f8de36742895c77fe08bac5283ec76f0ff24ef,backgrounds/urbansound8k/drilling/drilling_fold8_180134_13.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold7_194962_1.wav,f51f895d005361960ef99aee78f99029eb420bed,backgrounds/urbansound8k/engine_idling/engine_idling_fold7_194962_1.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold9_103249_12.wav,77125a2a5417c8585fdc2dd316089cf90466d7df,backgrounds/urbansound8k/engine_idling/engine_idling_fold9_103249_12.wav
drilling_drilling,output_v3/background_pool/drilling_fold1_55020_13.wav,0dad17280db3017bdf86bdd6a6eece9a595d6b1b,backgrounds/urbansound8k/drilling/drilling_fold1_55020_13.wav
jackhammer_jackhammer,output_v3/background_pool/jackhammer_fold9_105029_14.wav,d588cc687850eb5e6b771f1a874b1b18d471b1fb,backgrounds/urbansound8k/jackhammer/jackhammer_fold9_105029_14.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold5_23219_5.wav,67f1187d2a9df1759f9c10a7fa2de4cf28e55127,backgrounds/urbansound8k/engine_idling/engine_idling_fold5_23219_5.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold10_39847_5.wav,f8ac99add8c7ca96c793c25f29a7bfa115806899,backgrounds/urbansound8k/engine_idling/engine_idling_fold10_39847_5.wav
air_conditioner_air,output_v3/background_pool/air_conditioner_fold8_170022_0.wav,3aa4373c3f51239ca427055a08608015356b9150,backgrounds/urbansound8k/air_conditioner/air_conditioner_fold8_170022_0.wav
drilling_drilling,output_v3/background_pool/drilling_fold1_22962_0.wav,95f704268aebd62e711b71fed7bad3e746738cd8,backgrounds/urbansound8k/drilling/drilling_fold1_22962_0.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold8_113202_10.wav,a8d2cccd88b0f0df9061890ba4b2e96c3d4f9caf,backgrounds/urbansound8k/engine_idling/engine_idling_fold8_113202_10.wav
siren_siren,output_v3/background_pool/siren_fold4_159752_2.wav,d78d807001458138360842697c4ad5db936a9f9c,backgrounds/urbansound8k/siren/siren_fold4_159752_2.wav
siren_siren,output_v3/background_pool/siren_fold10_159742_13.wav,c89829168a03d8b30cdc8165cf8fe8fa74cea050,backgrounds/urbansound8k/siren/siren_fold10_159742_13.wav
air_conditioner_air,output_v3/background_pool/air_conditioner_fold6_121285_9.wav,5c189213d5de74211823f0f5c5725e6f0b050548,backgrounds/urbansound8k/air_conditioner/air_conditioner_fold6_121285_9.wav
air_conditioner_air,output_v3/background_pool/air_conditioner_fold5_100852_15.wav,6cdba447a0fdef7f46a2c374917c7cd814cd165c,backgrounds/urbansound8k/air_conditioner/air_conditioner_fold5_100852_15.wav
drilling_drilling,output_v3/background_pool/drilling_fold6_66623_6.wav,6749b33542c928db35c1e1783bede407ab59dd70,backgrounds/urbansound8k/drilling/drilling_fold6_66623_6.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold4_128160_1.wav,4c86bf5d2eedc1d4357e2bd77126371dcbbe471b,backgrounds/urbansound8k/engine_idling/engine_idling_fold4_128160_1.wav
siren_siren,output_v3/background_pool/siren_fold3_94636_3.wav,c30148f877af130cfe8b77f72b0d211abcd060ab,backgrounds/urbansound8k/siren/siren_fold3_94636_3.wav
drilling_drilling,output_v3/background_pool/drilling_fold2_76086_17.wav,a0c6bfc6555554311ec7de89d31a4ecb0ad16cd0,backgrounds/urbansound8k/drilling/drilling_fold2_76086_17.wav
air_conditioner_air,output_v3/background_pool/air_conditioner_fold8_54383_4.wav,e877b46131a8f36cf925feacc2002339e1e96440,backgrounds/urbansound8k/air_conditioner/air_conditioner_fold8_54383_4.wav
siren_siren,output_v3/background_pool/siren_fold3_94636_12.wav,e0d5be93701a8c54e529eb9ab77d240d45902215,backgrounds/urbansound8k/siren/siren_fold3_94636_12.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold1_103258_2.wav,56eb27e4549192332e75bdc43bd7eb81169db8ca,backgrounds/urbansound8k/engine_idling/engine_idling_fold1_103258_2.wav
drilling_drilling,output_v3/background_pool/drilling_fold7_135849_0.wav,d7d119faf1252bae7f0d052a8442157454da99e5,backgrounds/urbansound8k/drilling/drilling_fold7_135849_0.wav
us8k_engine,output_v3/background_pool/us8k_engine_idling_engine_idling_fold7_123685_4.wav,48138533d76918b63a02afc502c199b123491964,backgrounds/urbansound8k_imported/us8k_engine_idling_engine_idling_fold7_123685_4.wav
air_conditioner_air,output_v3/background_pool/air_conditioner_fold4_166942_5.wav,bb33ca109bbe46957691589339400f22516c34ca,backgrounds/urbansound8k/air_conditioner/air_conditioner_fold4_166942_5.wav
jackhammer_jackhammer,output_v3/background_pool/jackhammer_fold3_62837_9.wav,6c0b08078cd74ccc2a73b75b982fd4bb0f0b7c35,backgrounds/urbansound8k/jackhammer/jackhammer_fold3_62837_9.wav
siren_siren,output_v3/background_pool/siren_fold1_159738_7.wav,25a43f8f433537052daf967a359deb35b6c3f12b,backgrounds/urbansound8k/siren/siren_fold1_159738_7.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold9_103249_10.wav,b2ff0fde91b79304fcdd73869d271049bb619672,backgrounds/urbansound8k/engine_idling/engine_idling_fold9_103249_10.wav
siren_siren,output_v3/background_pool/siren_fold10_159742_12.wav,539f7700efd2153626b4dc08e2a2f1b88e938cc1,backgrounds/urbansound8k/siren/siren_fold10_159742_12.wav
siren_siren,output_v3/background_pool/siren_fold3_94636_10.wav,163a843b8c7348aab42c4ee575e4b19750789a76,backgrounds/urbansound8k/siren/siren_fold3_94636_10.wav
jackhammer_jackhammer,output_v3/background_pool/jackhammer_fold9_188823_4.wav,5b765498c084028da74e4f2db17f3b3a2e65175b,backgrounds/urbansound8k/jackhammer/jackhammer_fold9_188823_4.wav
air_conditioner_air,output_v3/background_pool/air_conditioner_fold8_177726_33.wav,f282088dfc2d323f06f4c4e28c784b3dbbc892fa,backgrounds/urbansound8k/air_conditioner/air_conditioner_fold8_177726_33.wav
siren_siren,output_v3/background_pool/siren_fold3_22601_16.wav,ce3d927a3a8ff48ae7ea137be5cfa677f916ed99,backgrounds/urbansound8k/siren/siren_fold3_22601_16.wav
jackhammer_jackhammer,output_v3/background_pool/jackhammer_fold1_180937_14.wav,f7aec93bead3338b5be8fdf4e8eb4878bcef3726,backgrounds/urbansound8k/jackhammer/jackhammer_fold1_180937_14.wav
drilling_drilling,output_v3/background_pool/drilling_fold5_180125_0.wav,bbba71421a1d564df6b4b90be960767438340480,backgrounds/urbansound8k/drilling/drilling_fold5_180125_0.wav
siren_siren,output_v3/background_pool/siren_fold5_156869_7.wav,d57731d7268cff0458b19ef826b8680bbc318bdf,backgrounds/urbansound8k/siren/siren_fold5_156869_7.wav
siren_siren,output_v3/background_pool/siren_fold4_159751_0.wav,b14fc3857403dbcf7edf1aa3f038b4b692316774,backgrounds/urbansound8k/siren/siren_fold4_159751_0.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold9_119449_5.wav,49476899515fbc27943cec1bb1713f2fb5bb2115,backgrounds/urbansound8k/engine_idling/engine_idling_fold9_119449_5.wav
us8k_siren,output_v3/background_pool/us8k_siren_siren_fold2_102871_0.wav,5094313a3e4fc926c0586f36694d00aa1f7fde13,backgrounds/urbansound8k_imported/us8k_siren_siren_fold2_102871_0.wav
siren_siren,output_v3/background_pool/siren_fold4_24347_82.wav,0d6d2efec7b8fc85d4b8349a78054825feeeaca2,backgrounds/urbansound8k/siren/siren_fold4_24347_82.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold1_44736_1.wav,35542824e1c4d751156ed61f98eb3414e063412d,backgrounds/urbansound8k/engine_idling/engine_idling_fold1_44736_1.wav
engine_idling_engine,output_v3/background_pool/engine_idling_fold10_15544_14.wav,c41ca71486ff4b469a4355a836c48695eaf96e75,backgrounds/urbansound8k/engine_idling/engine_idling_fold10_15544_14.wav
air_conditioner_air,output_v3/background_pool/air_conditioner_fold4_146709_44.wav,0b8d9e06b7290c42d79e85706bc86d7f91c21bcb,backgrounds/urbansound8k/air_conditioner/air_conditioner_fold4_146709_44.wav
siren_siren,output_v3/background_pool/siren_fold1_40722_8.wav,b2bd2d32ebfe4dbf1243e216a56fe9ad4acaa65f,backgrounds/urbansound8k/siren/siren_fold1_40722_8.wav
jackhammer_jackhammer,output_v3/background_pool/jackhammer_fold5_187920_2.wav,2f963a84cc2ffd6c59285810b35d9558aea9028a,backgrounds/urbansound8k/jackhammer/jackhammer_fold5_187920_2.wav
siren_siren,output_v3/background_pool/siren_fold4_159751_4.wav,c9674ffb3e5eb68b3cb036df42b504909e3b9725,backgrounds/urbansound8k/siren/siren_fold4_159751_4.wav
air_conditioner_air,output_v3/background_pool/air_conditioner_fold4_195969_22.wav,cd9e289a9c05a2b0b3e05844596b47002d0951c7,backgrounds/urbansound8k/air_conditioner/air_conditioner_fold4_195969_22.wav
