background,background_group,kind,output_v3,snr_db,source_clean,source_group,split
,,clean,output_v4/train/drone/clean_DJI_drones_noise_comparson_seg_004_0015849_0019849_0001200_0004000_seg_001_0000000_0002920.wav,,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_004_0015849_0019849_0001200_0004000_seg_001_0000000_0002920.wav,dji_drones_noise_comparson_seg_004_0015849_0019849_0001200_0004000,train
output_v4/background_pool/drilling_fold10_187863_5.wav,drilling_drilling,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_004_0015849_0019849_0001200_0004000_seg_001_0000000_0002920_00_drilling_fold10_187863_5.wav,1.525,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_004_0015849_0019849_0001200_0004000_seg_001_0000000_0002920.wav,dji_drones_noise_comparson_seg_004_0015849_0019849_0001200_0004000,train
output_v4/background_pool/engine_idling_fold7_194962_1.wav,engine_idling_engine,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_004_0015849_0019849_0001200_0004000_seg_001_0000000_0002920_01_engine_idling_fold7_194962_1.wav,10.403,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_004_0015849_0019849_0001200_0004000_seg_001_0000000_0002920.wav,dji_drones_noise_comparson_seg_004_0015849_0019849_0001200_0004000,train
output_v4/background_pool/air_conditioner_fold7_177729_83.wav,air_conditioner_air,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_004_0015849_0019849_0001200_0004000_seg_001_0000000_0002920_02_air_conditioner_fold7_177729_83.wav,-2.585,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_004_0015849_0019849_0001200_0004000_seg_001_0000000_0002920.wav,dji_drones_noise_comparson_seg_004_0015849_0019849_0001200_0004000,train
output_v4/background_pool/engine_idling_fold1_44736_1.wav,engine_idling_engine,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_004_0015849_0019849_0001200_0004000_seg_001_0000000_0002920_03_engine_idling_fold1_44736_1.wav,-2.602,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_004_0015849_0019849_0001200_0004000_seg_001_0000000_0002920.wav,dji_drones_noise_comparson_seg_004_0015849_0019849_0001200_0004000,train
,,clean,output_v4/train/drone/clean_DJI_drones_noise_comparson_seg_010_0037798_0041798_0001000_0003088_seg_001_0000000_0002208.wav,,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_010_0037798_0041798_0001000_0003088_seg_001_0000000_0002208.wav,dji_drones_noise_comparson_seg_010_0037798_0041798_0001000_0003088,train
output_v4/background_pool/siren_fold3_22601_16.wav,siren_siren,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_010_0037798_0041798_0001000_0003088_seg_001_0000000_0002208_00_siren_fold3_22601_16.wav,1.556,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_010_0037798_0041798_0001000_0003088_seg_001_0000000_0002208.wav,dji_drones_noise_comparson_seg_010_0037798_0041798_0001000_0003088,train
output_v4/background_pool/siren_fold3_22601_47.wav,siren_siren,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_010_0037798_0041798_0001000_0003088_seg_001_0000000_0002208_01_siren_fold3_22601_47.wav,0.977,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_010_0037798_0041798_0001000_0003088_seg_001_0000000_0002208.wav,dji_drones_noise_comparson_seg_010_0037798_0041798_0001000_0003088,train
output_v4/background_pool/air_conditioner_fold3_177742_203.wav,air_conditioner_air,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_010_0037798_0041798_0001000_0003088_seg_001_0000000_0002208_02_air_conditioner_fold3_177742_203.wav,6.119,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_010_0037798_0041798_0001000_0003088_seg_001_0000000_0002208.wav,dji_drones_noise_comparson_seg_010_0037798_0041798_0001000_0003088,train
output_v4/background_pool/jackhammer_fold8_24728_0.wav,jackhammer_jackhammer,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_010_0037798_0041798_0001000_0003088_seg_001_0000000_0002208_03_jackhammer_fold8_24728_0.wav,-2.204,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_010_0037798_0041798_0001000_0003088_seg_001_0000000_0002208.wav,dji_drones_noise_comparson_seg_010_0037798_0041798_0001000_0003088,train
,,clean,output_v4/train/drone/clean_DJI_drones_noise_comparson_seg_017_0061997_0065997_0001000_0004000_seg_001_0000000_0003120.wav,,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_017_0061997_0065997_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_017_0061997_0065997_0001000_0004000,train
output_v4/background_pool/jackhammer_fold1_180937_30.wav,jackhammer_jackhammer,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_017_0061997_0065997_0001000_0004000_seg_001_0000000_0003120_00_jackhammer_fold1_180937_30.wav,8.726,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_017_0061997_0065997_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_017_0061997_0065997_0001000_0004000,train
output_v4/background_pool/air_conditioner_fold4_195969_22.wav,air_conditioner_air,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_017_0061997_0065997_0001000_0004000_seg_001_0000000_0003120_01_air_conditioner_fold4_195969_22.wav,-3.5,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_017_0061997_0065997_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_017_0061997_0065997_0001000_0004000,train
output_v4/background_pool/jackhammer_fold3_62837_64.wav,jackhammer_jackhammer,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_017_0061997_0065997_0001000_0004000_seg_001_0000000_0003120_02_jackhammer_fold3_62837_64.wav,13.102,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_017_0061997_0065997_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_017_0061997_0065997_0001000_0004000,train
output_v4/background_pool/engine_idling_fold9_39856_0.wav,engine_idling_engine,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_017_0061997_0065997_0001000_0004000_seg_001_0000000_0003120_03_engine_idling_fold9_39856_0.wav,-1.64,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_017_0061997_0065997_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_017_0061997_0065997_0001000_0004000,train
,,clean,output_v4/val/drone/clean_DJI_drones_noise_comparson_seg_018_0065747_0069747_0001000_0004000_seg_001_0000000_0003120.wav,,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_018_0065747_0069747_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_018_0065747_0069747_0001000_0004000,val
output_v4/background_pool/air_conditioner_fold9_101729_23.wav,air_conditioner_air,augmented,output_v4/val/drone/aug_DJI_drones_noise_comparson_seg_018_0065747_0069747_0001000_0004000_seg_001_0000000_0003120_00_air_conditioner_fold9_101729_23.wav,-1.544,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_018_0065747_0069747_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_018_0065747_0069747_0001000_0004000,val
output_v4/background_pool/jackhammer_fold10_188813_0.wav,jackhammer_jackhammer,augmented,output_v4/val/drone/aug_DJI_drones_noise_comparson_seg_018_0065747_0069747_0001000_0004000_seg_001_0000000_0003120_01_jackhammer_fold10_188813_0.wav,-2.027,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_018_0065747_0069747_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_018_0065747_0069747_0001000_0004000,val
output_v4/background_pool/air_conditioner_fold9_165454_8.wav,air_conditioner_air,augmented,output_v4/val/drone/aug_DJI_drones_noise_comparson_seg_018_0065747_0069747_0001000_0004000_seg_001_0000000_0003120_02_air_conditioner_fold9_165454_8.wav,6.014,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_018_0065747_0069747_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_018_0065747_0069747_0001000_0004000,val
output_v4/background_pool/siren_fold2_102871_5.wav,siren_siren,augmented,output_v4/val/drone/aug_DJI_drones_noise_comparson_seg_018_0065747_0069747_0001000_0004000_seg_001_0000000_0003120_03_siren_fold2_102871_5.wav,12.693,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_018_0065747_0069747_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_018_0065747_0069747_0001000_0004000,val
,,clean,output_v4/val/drone/clean_DJI_drones_noise_comparson_seg_019_0069497_0073497_0001000_0004000_seg_001_0000000_0003120.wav,,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_019_0069497_0073497_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_019_0069497_0073497_0001000_0004000,val
output_v4/background_pool/drilling_fold2_76086_36.wav,drilling_drilling,augmented,output_v4/val/drone/aug_DJI_drones_noise_comparson_seg_019_0069497_0073497_0001000_0004000_seg_001_0000000_0003120_00_drilling_fold2_76086_36.wav,2.182,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_019_0069497_0073497_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_019_0069497_0073497_0001000_0004000,val
output_v4/background_pool/engine_idling_fold2_177592_2.wav,engine_idling_engine,augmented,output_v4/val/drone/aug_DJI_drones_noise_comparson_seg_019_0069497_0073497_0001000_0004000_seg_001_0000000_0003120_01_engine_idling_fold2_177592_2.wav,2.768,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_019_0069497_0073497_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_019_0069497_0073497_0001000_0004000,val
output_v4/background_pool/siren_fold10_159742_13.wav,siren_siren,augmented,output_v4/val/drone/aug_DJI_drones_noise_comparson_seg_019_0069497_0073497_0001000_0004000_seg_001_0000000_0003120_02_siren_fold10_159742_13.wav,10.571,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_019_0069497_0073497_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_019_0069497_0073497_0001000_0004000,val
output_v4/background_pool/drilling_fold2_76086_17.wav,drilling_drilling,augmented,output_v4/val/drone/aug_DJI_drones_noise_comparson_seg_019_0069497_0073497_0001000_0004000_seg_001_0000000_0003120_03_drilling_fold2_76086_17.wav,-0.345,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_019_0069497_0073497_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_019_0069497_0073497_0001000_0004000,val
,,clean,output_v4/train/drone/clean_DJI_drones_noise_comparson_seg_020_0073247_0077247_0001000_0004000_seg_001_0000000_0003120.wav,,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_020_0073247_0077247_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_020_0073247_0077247_0001000_0004000,train
output_v4/background_pool/siren_fold3_22601_47.wav,siren_siren,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_020_0073247_0077247_0001000_0004000_seg_001_0000000_0003120_00_siren_fold3_22601_47.wav,10.825,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_020_0073247_0077247_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_020_0073247_0077247_0001000_0004000,train
output_v4/background_pool/jackhammer_fold1_180937_30.wav,jackhammer_jackhammer,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_020_0073247_0077247_0001000_0004000_seg_001_0000000_0003120_01_jackhammer_fold1_180937_30.wav,2.096,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_020_0073247_0077247_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_020_0073247_0077247_0001000_0004000,train
output_v4/background_pool/air_conditioner_fold3_177742_203.wav,air_conditioner_air,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_020_0073247_0077247_0001000_0004000_seg_001_0000000_0003120_02_air_conditioner_fold3_177742_203.wav,9.762,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_020_0073247_0077247_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_020_0073247_0077247_0001000_0004000,train
output_v4/background_pool/siren_fold6_75490_1.wav,siren_siren,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_020_0073247_0077247_0001000_0004000_seg_001_0000000_0003120_03_siren_fold6_75490_1.wav,6.262,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_020_0073247_0077247_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_020_0073247_0077247_0001000_0004000,train
,,clean,output_v4/train/drone/clean_DJI_drones_noise_comparson_seg_037_0142191_0146191_0001000_0004000_seg_001_0000000_0003120.wav,,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_037_0142191_0146191_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_037_0142191_0146191_0001000_0004000,train
output_v4/background_pool/engine_idling_fold5_23219_9.wav,engine_idling_engine,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_037_0142191_0146191_0001000_0004000_seg_001_0000000_0003120_00_engine_idling_fold5_23219_9.wav,-3.195,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_037_0142191_0146191_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_037_0142191_0146191_0001000_0004000,train
output_v4/background_pool/jackhammer_fold1_180937_30.wav,jackhammer_jackhammer,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_037_0142191_0146191_0001000_0004000_seg_001_0000000_0003120_01_jackhammer_fold1_180937_30.wav,13.358,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_037_0142191_0146191_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_037_0142191_0146191_0001000_0004000,train
output_v4/background_pool/us8k_engine_idling_engine_idling_fold7_123685_4.wav,us8k_engine,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_037_0142191_0146191_0001000_0004000_seg_001_0000000_0003120_02_us8k_engine_idling_engine_idling_fold7_123685_4.wav,11.886,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_037_0142191_0146191_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_037_0142191_0146191_0001000_0004000,train
output_v4/background_pool/air_conditioner_fold5_100852_24.wav,air_conditioner_air,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_037_0142191_0146191_0001000_0004000_seg_001_0000000_0003120_03_air_conditioner_fold5_100852_24.wav,10.487,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_037_0142191_0146191_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_037_0142191_0146191_0001000_0004000,train
,,clean,output_v4/train/drone/clean_DJI_drones_noise_comparson_seg_038_0145941_0149941_0001000_0004000_seg_001_0000000_0003120.wav,,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_038_0145941_0149941_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_038_0145941_0149941_0001000_0004000,train
output_v4/background_pool/drilling_fold4_169466_10.wav,drilling_drilling,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_038_0145941_0149941_0001000_0004000_seg_001_0000000_0003120_00_drilling_fold4_169466_10.wav,2.912,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_038_0145941_0149941_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_038_0145941_0149941_0001000_0004000,train
output_v4/background_pool/siren_fold3_22601_16.wav,siren_siren,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_038_0145941_0149941_0001000_0004000_seg_001_0000000_0003120_01_siren_fold3_22601_16.wav,13.974,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_038_0145941_0149941_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_038_0145941_0149941_0001000_0004000,train
output_v4/background_pool/engine_idling_fold2_177592_2.wav,engine_idling_engine,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_038_0145941_0149941_0001000_0004000_seg_001_0000000_0003120_02_engine_idling_fold2_177592_2.wav,6.24,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_038_0145941_0149941_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_038_0145941_0149941_0001000_0004000,train
output_v4/background_pool/jackhammer_fold6_30206_12.wav,jackhammer_jackhammer,augmented,output_v4/train/drone/aug_DJI_drones_noise_comparson_seg_038_0145941_0149941_0001000_0004000_seg_001_0000000_0003120_03_jackhammer_fold6_30206_12.wav,2.568,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_038_0145941_0149941_0001000_0004000_seg_001_0000000_0003120.wav,dji_drones_noise_comparson_seg_038_0145941_0149941_0001000_0004000,train
,,clean,output_v4/test/drone/clean_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_003_0008399_0012399_0001000_0004000_seg_001_0000000_0003120.wav,,output_v4/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_003_0008399_0012399_0001000_0004000_seg_001_0000000_0003120.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared_seg_003_0008399_0012399_0001000_0004000,test
output_v4/background_pool/siren_fold2_159747_14.wav,siren_siren,augmented,output_v4/test/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_003_0008399_0012399_0001000_0004000_seg_001_0000000_0003120_00_siren_fold2_159747_14.wav,9.04,output_v4/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_003_0008399_0012399_0001000_0004000_seg_001_0000000_0003120.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared_seg_003_0008399_0012399_0001000_0004000,test
output_v4/background_pool/siren_fold2_159750_5.wav,siren_siren,augmented,output_v4/test/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_003_0008399_0012399_0001000_0004000_seg_001_0000000_0003120_01_siren_fold2_159750_5.wav,11.176,output_v4/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_003_0008399_0012399_0001000_0004000_seg_001_0000000_0003120.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared_seg_003_0008399_0012399_0001000_0004000,test
output_v4/background_pool/drilling_fold6_58005_24.wav,drilling_drilling,augmented,output_v4/test/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_003_0008399_0012399_0001000_0004000_seg_001_0000000_0003120_02_drilling_fold6_58005_24.wav,9.907,output_v4/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_003_0008399_0012399_0001000_0004000_seg_001_0000000_0003120.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared_seg_003_0008399_0012399_0001000_0004000,test
output_v4/background_pool/siren_fold10_159742_13.wav,siren_siren,augmented,output_v4/test/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_003_0008399_0012399_0001000_0004000_seg_001_0000000_0003120_03_siren_fold10_159742_13.wav,11.433,output_v4/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_003_0008399_0012399_0001000_0004000_seg_001_0000000_0003120.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared_seg_003_0008399_0012399_0001000_0004000,test
,,clean,output_v4/train/drone/clean_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_003_0008429_0012429_0001000_0004000_seg_001_0000000_0003120.wav,,output_v4/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_003_0008429_0012429_0001000_0004000_seg_001_0000000_0003120.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared_seg_003_0008429_0012429_0001000_0004000,train
output_v4/background_pool/engine_idling_fold1_103258_2.wav,engine_idling_engine,augmented,output_v4/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_003_0008429_0012429_0001000_0004000_seg_001_0000000_0003120_00_engine_idling_fold1_103258_2.wav,8.864,output_v4/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_003_0008429_0012429_0001000_0004000_seg_001_0000000_0003120.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared_seg_003_0008429_0012429_0001000_0004000,train
output_v4/background_pool/air_conditioner_fold7_177729_83.wav,air_conditioner_air,augmented,output_v4/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_003_0008429_0012429_0001000_0004000_seg_001_0000000_0003120_01_air_conditioner_fold7_177729_83.wav,3.393,output_v4/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_003_0008429_0012429_0001000_0004000_seg_001_0000000_0003120.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared_seg_003_0008429_0012429_0001000_0004000,train
output_v4/background_pool/engine_idling_fold7_149193_5.wav,engine_idling_engine,augmented,output_v4/train/drone/aug_Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_003_0008429_0012429_0001000_0004000_seg_001_0000000_0003120_02_engine_idling_fold7_149193_5.wav,2.507,output_v4/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_003_0008429_0012429_0001000_0004000_seg_001_0000000_0003120.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared_seg_003_0008429_0012429_0001000_0004000,train
