bucket,segment_name,segment_path,segment_sha1,source_file,source_group,source_sha1
clean,Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_012_0040548_0044548_0001000_0004000_seg_001_0000000_0003120.wav,output_v4/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_012_0040548_0044548_0001000_0004000_seg_001_0000000_0003120.wav,b18d874e0f66ce1e4a2d4b898b85d8e4f40a24f4,source/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_012_0040548_0044548_0001000_0004000.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared_seg_012_0040548_0044548_0001000_0004000,b4f17527a6de52abd63a5a74b57811492c4a29af
clean,Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_007_0021798_0025798_0002000_0003976_seg_001_0000000_0002096.wav,output_v4/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_007_0021798_0025798_0002000_0003976_seg_001_0000000_0002096.wav,7e94fc36cc6fb48d4954f7621cc729e98c314a90,source/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_007_0021798_0025798_0002000_0003976.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared_seg_007_0021798_0025798_0002000_0003976,13b18b5ce0992d553d756cd6a776ff47c5548fc6
clean,DJI_drones_noise_comparson_seg_020_0073247_0077247_0001000_0004000_seg_001_0000000_0003120.wav,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_020_0073247_0077247_0001000_0004000_seg_001_0000000_0003120.wav,ed13980c34ff87f01c3468d28b8e697989d51734,source/DJI_drones_noise_comparson_seg_020_0073247_0077247_0001000_0004000.wav,dji_drones_noise_comparson_seg_020_0073247_0077247_0001000_0004000,57416bcf35f824f59b37d5cbb5f59efda1ec4643
clean,Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_009_0029298_0033298_0001000_0003200_seg_001_0000000_0002069.wav,output_v4/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_009_0029298_0033298_0001000_0003200_seg_001_0000000_0002069.wav,6d8843eb67b690ab98b554eade54b0f94a7880ef,source/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_009_0029298_0033298_0001000_0003200.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared_seg_009_0029298_0033298_0001000_0003200,48c5b2f92f8adbc094d67652e699a1583a87768c
quarantine_uncertain,DJI_drones_noise_comparson_seg_007_0026698_0029748_0001000_0002856_seg_001_0000000_0001976.wav,output_v4/quarantine_uncertain/DJI_drones_noise_comparson_seg_007_0026698_0029748_0001000_0002856_seg_001_0000000_0001976.wav,3b04fc4f3445ef714f77f25fb605162c7617f6b3,source/DJI_drones_noise_comparson_seg_007_0026698_0029748_0001000_0002856.wav,dji_drones_noise_comparson_seg_007_0026698_0029748_0001000_0002856,ea507733bfc6c02ce96e69a55e5894df664639f5
clean,Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_003_0008399_0012399_0001000_0004000_seg_001_0000000_0003120.wav,output_v4/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_003_0008399_0012399_0001000_0004000_seg_001_0000000_0003120.wav,68cb741d5913b43f02b1d089338977543e440467,source/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_003_0008399_0012399_0001000_0004000.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared_seg_003_0008399_0012399_0001000_0004000,3b93f240851ea9427850accff77c7b365a66271f
clean,Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_010_0033048_0037048_0001200_0004000_seg_001_0000000_0002920.wav,output_v4/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_010_0033048_0037048_0001200_0004000_seg_001_0000000_0002920.wav,28bea792acdac12dd873c91a8572b405f7ae4e79,source/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_010_0033048_0037048_0001200_0004000.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared_seg_010_0033048_0037048_0001200_0004000,9317fb6776f87370a53fc1fb76e03c381278eacc
clean,Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_004_0012149_0016149_0001000_0004000_seg_001_0000000_0003120.wav,output_v4/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_004_0012149_0016149_0001000_0004000_seg_001_0000000_0003120.wav,a6bc2837da695f59af70e60aba35d705610fca3d,source/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_004_0012149_0016149_0001000_0004000.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared_seg_004_0012149_0016149_0001000_0004000,72a8c2271807e16525294eb55aacc8b202cdf139
clean,Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_011_0036798_0040798_0001000_0004000_seg_001_0000000_0003120.wav,output_v4/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_011_0036798_0040798_0001000_0004000_seg_001_0000000_0003120.wav,376a627d4c9a0c062bcb91eee4e8342fa0dd3a7d,source/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_011_0036798_0040798_0001000_0004000.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared_seg_011_0036798_0040798_0001000_0004000,4ea6ed6213ef7774b11897514049c7aba49fcc12
clean,DJI_drones_noise_comparson_seg_018_0065747_0069747_0001000_0004000_seg_001_0000000_0003120.wav,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_018_0065747_0069747_0001000_0004000_seg_001_0000000_0003120.wav,d6cf713badac31d5cda09b5c1e6099b12bfc6993,source/DJI_drones_noise_comparson_seg_018_0065747_0069747_0001000_0004000.wav,dji_drones_noise_comparson_seg_018_0065747_0069747_0001000_0004000,38c7856e754baf087dfb615bfaea13dc5ae485e3
clean,Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_013_0044298_0048298_0001700_0004000_seg_001_0000229_0002420.wav,output_v4/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_013_0044298_0048298_0001700_0004000_seg_001_0000229_0002420.wav,9745b41091f7012b893624337fc7a21b6cd639f3,source/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_013_0044298_0048298_0001700_0004000.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared_seg_013_0044298_0048298_0001700_0004000,43f83639f49ee8a7e692b23eae4ec44de398092e
clean,Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_015_0051798_0055798_0001000_0004000_seg_001_0000000_0003120.wav,output_v4/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_015_0051798_0055798_0001000_0004000_seg_001_0000000_0003120.wav,e115299fdf41556e26fbcb81186a4eb2b90f4e66,source/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_015_0051798_0055798_0001000_0004000.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared_seg_015_0051798_0055798_0001000_0004000,d9b99ee43c53dc114bcc610af30e601dd2d7126b
clean,DJI_drones_noise_comparson_seg_004_0015849_0019849_0001200_0004000_seg_001_0000000_0002920.wav,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_004_0015849_0019849_0001200_0004000_seg_001_0000000_0002920.wav,a7b62a25a7e5074719973c40566c8343ca674872,source/DJI_drones_noise_comparson_seg_004_0015849_0019849_0001200_0004000.wav,dji_drones_noise_comparson_seg_004_0015849_0019849_0001200_0004000,4ce985f754de10dc5617f2815ab795f7096fb444
clean,Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_016_0055548_0059548_0001000_0003500_seg_001_0000000_0002620.wav,output_v4/clean_drone_segments/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_016_0055548_0059548_0001000_0003500_seg_001_0000000_0002620.wav,65ce74bef70c9517fc82339923a7a5cf3a6b9c0f,source/Drone_Noise_Test_-_DJI_Avata_vs_DJI_FPV_vs_DJI_Mavic_3_vs_DJI_Air_2S_compared_seg_016_0055548_0059548_0001000_0003500.wav,drone_noise_test_-_dji_avata_vs_dji_fpv_vs_dji_mavic_3_vs_dji_air_2s_compared_seg_016_0055548_0059548_0001000_0003500,3d4fdf049b46572af9545b948d9f524f71245d39
clean,DJI_drones_noise_comparson_seg_010_0037798_0041798_0001000_0003088_seg_001_0000000_0002208.wav,output_v4/clean_drone_segments/DJI_drones_noise_comparson_seg_010_0037798_0041798_0001000_0003088_seg_001_0000000_0002208.wav,1c962ec3dd1d9fb397f29eadabb6621ca4b6aa4d,source/DJI_drones_noise_comparson_seg_010_0037798_0041798_0001000_0003088.wav,dji_drones_noise_comparson_seg_010_0037798_0041798_0001000_0003088,5205d4f7fcaef0a14960a06c9106e3f957d4fc71
clean,klemenflerin-drone-fly-397287_0010000_0247920_seg_001_0000000_0004000.wav,output_v4/clean_drone_segments/klemenflerin-drone-fly-397287_0010000_0247920_seg_001_0000000_0004000.wav,07bc34d0881dfb47950461e803b3a016f53b1e79,source/klemenflerin-drone-fly-397287_0010000_0247920.wav,klemenflerin-drone-fly-397287_0010000_0247920,869989bdb687f76d5300c16c349afaf8a182ea63
clean,klemenflerin-drone-fly-397287_0010000_0247920_seg_002_0003750_0007750.wav,output_v4/clean_drone_segments/klemenflerin-drone-fly-397287_0010000_0247920_seg_002_0003750_0007750.wav,19e56037cc8009dce1a13d1e82307dd5d8d79d55,source/klemenflerin-drone-fly-397287_0010000_0247920.wav,klemenflerin-drone-fly-397287_0010000_0247920,869989bdb687f76d5300c16c349afaf8a182ea63
clean,klemenflerin-drone-fly-397287_0010000_0247920_seg_003_0007500_0011500.wav,output_v4/clean_drone_segments/klemenflerin-drone-fly-397287_0010000_0247920_seg_003_0007500_0011500.wav,fc91275186796a02c71324b6a7b1d980d4cb992f,source/klemenflerin-drone-fly-397287_0010000_0247920.wav,klemenflerin-drone-fly-397287_0010000_0247920,869989bdb687f76d5300c16c349afaf8a182ea63
clean,klemenflerin-drone-fly-397287_0010000_0247920_seg_004_0011250_0015250.wav,output_v4/clean_drone_segments/klemenflerin-drone-fly-397287_0010000_0247920_seg_004_0011250_0015250.wav,38ae7601b42ad1d0cc2caf49025c75d29e9ea44b,source/klemenflerin-drone-fly-397287_0010000_0247920.wav,klemenflerin-drone-fly-397287_0010000_0247920,869989bdb687f76d5300c16c349afaf8a182ea63
clean,klemenflerin-drone-fly-397287_0010000_0247920_seg_005_0015000_0019000.wav,output_v4/clean_drone_segments/klemenflerin-drone-fly-397287_0010000_0247920_seg_005_0015000_0019000.wav,52cb9729138456e0b9041bcffdca353da9b481c5,source/klemenflerin-drone-fly-397287_0010000_0247920.wav,klemenflerin-drone-fly-397287_0010000_0247920,869989bdb687f76d5300c16c349afaf8a182ea63
clean,klemenflerin-drone-fly-397287_0010000_0247920_seg_006_0018750_0022750.wav,output_v4/clean_drone_segments/klemenflerin-drone-fly-397287_0010000_0247920_seg_006_0018750_0022750.wav,063951cd4084460ba1ba39df9f1f2c10763ff3f8,source/klemenflerin-drone-fly-397287_0010000_0247920.wav,klemenflerin-drone-fly-397287_0010000_0247920,869989bdb687f76d5300c16c349afaf8a182ea63
clean,klemenflerin-drone-fly-397287_0010000_0247920_seg_007_0022500_0026500.wav,output_v4/clean_drone_segments/klemenflerin-drone-fly-397287_0010000_0247920_seg_007_0022500_0026500.wav,ffe85d8b54958e0f58630f3182453cc1c444eb61,source/klemenflerin-drone-fly-397287_0010000_0247920.wav,klemenflerin-drone-fly-397287_0010000_0247920,869989bdb687f76d5300c16c349afaf8a182ea63
clean,klemenflerin-drone-fly-397287_0010000_0247920_seg_008_0026250_0030250.wav,output_v4/clean_drone_segments/klemenflerin-drone-fly-397287_0010000_0247920_seg_008_0026250_0030250.wav,d33662714f25ab7ecd10586a5c2080305af67871,source/klemenflerin-drone-fly-397287_0010000_0247920.wav,klemenflerin-drone-fly-397287_0010000_0247920,869989bdb687f76d5300c16c349afaf8a182ea63
clean,klemenflerin-drone-fly-397287_0010000_0247920_seg_009_0030000_0034000.wav,output_v4/clean_drone_segments/klemenflerin-drone-fly-397287_0010000_0247920_seg_009_0030000_0034000.wav,924f179033f0370b50e63d6215a0564945ad544c,source/klemenflerin-drone-fly-397287_0010000_0247920.wav,klemenflerin-drone-fly-397287_0010000_0247920,869989bdb687f76d5300c16c349afaf8a182ea63
clean,klemenflerin-drone-fly-397287_0010000_0247920_seg_010_0033750_0037750.wav,output_v4/clean_drone_segments/klemenflerin-drone-fly-397287_0010000_0247920_seg_010_0033750_0037750.wav,15e6febf794afc4ad62e564ac0b2d5dde02ecb7b,source/klemenflerin-drone-fly-397287_0010000_0247920.wav,klemenflerin-drone-fly-397287_0010000_0247920,869989bdb687f76d5300c16c349afaf8a182ea63
clean,klemenflerin-drone-fly-397287_0010000_0247920_seg_011_0037500_0041500.wav,output_v4/clean_drone_segments/klemenflerin-drone-fly-397287_0010000_0247920_seg_011_0037500_0041500.wav,b8a86564ac2aef3551c6ea949f2bba5cb3f3d845,source/klemenflerin-drone-fly-397287_0010000_0247920.wav,klemenflerin-drone-fly-397287_0010000_0247920,869989bdb687f76d5300c16c349afaf8a182ea63
clean,klemenflerin-drone-fly-397287_0010000_0247920_seg_012_0041250_0045250.wav,output_v4/clean_drone_segments/klemenflerin-drone-fly-397287_0010000_0247920_seg_012_0041250_0045250.wav,0b52580ab6aa739ccab71efa3d03ca7e06685ac2,source/klemenflerin-drone-fly-397287_0010000_0247920.wav,klemenflerin-drone-fly-397287_0010000_0247920,869989bdb687f76d5300c16c349afaf8a182ea63
clean,klemenflerin-drone-fly-397287_0010000_0247920_seg_013_0045000_0049000.wav,output_v4/clean_drone_segments/klemenflerin-drone-fly-397287_0010000_0247920_seg_013_0045000_0049000.wav,75167dba283ad119e9785ba5dca4e8bd1a3ee0c5,source/klemenflerin-drone-fly-397287_0010000_0247920.wav,klemenflerin-drone-fly-397287_0010000_0247920,869989bdb687f76d5300c16c349afaf8a182ea63
clean,klemenflerin-drone-fly-397287_0010000_0247920_seg_014_0048750_0052750.wav,output_v4/clean_drone_segments/klemenflerin-drone-fly-397287_0010000_0247920_seg_014_0048750_0052750.wav,9c39266970a3166bb4b2ed0953bc9dbf9c0fd3ce,source/klemenflerin-drone-fly-397287_0010000_0247920.wav,klemenflerin-drone-fly-397287_0010000_0247920,869989bdb687f76d5300c16c349afaf8a182ea63
clean,klemenflerin-drone-fly-397287_0010000_0247920_seg_015_0052500_0056500.wav,output_v4/clean_drone_segments/klemenflerin-drone-fly-397287_0010000_0247920_seg_015_0052500_0056500.wav,6e66303cd666a92d89cfd89eba15800adc7a7871,source/klemenflerin-drone-fly-397287_0010000_0247920.wav,klemenflerin-drone-fly-397287_0010000_0247920,869989bdb687f76d5300c16c349afaf8a182ea63
clean,klemenflerin-drone-fly-397287_0010000_0247920_seg_016_0056250_0060250.wav,output_v4/clean_drone_segments/klemenflerin-drone-fly-397287_0010000_0247920_seg_016_0056250_0060250.wav,b9ebfe1ecddd9aa1ce5bd03c9d50a8772bfcff18,source/klemenflerin-drone-fly-397287_0010000_0247920.wav,klemenflerin-drone-fly-397287_0010000_0247920,869989bdb687f76d5300c16c349afaf8a182ea63
clean,klemenflerin-drone-fly-397287_0010000_0247920_seg_017_0060000_0064000.wav,output_v4/clean_drone_segments/klemenflerin-drone-fly-397287_0010000_0247920_seg_017_0060000_0064000.wav,f7882ac597c3bd2dc7f6d9b2ac38382bc1d97abb,source/klemenflerin-drone-fly-397287_0010000_0247920.wav,klemenflerin-drone-fly-397287_0010000_0247920,869989bdb687f76d5300c16c349afaf8a182ea63
clean,klemenflerin-drone-fly-397287_0010000_0247920_seg_018_0063750_0067750.wav,output_v4/clean_drone_segments/klemenflerin-drone-fly-397287_0010000_0247920_seg_018_0063750_0067750.wav,84eca842096e88cf3c0e313c8119f6f21e2bf9b4,source/klemenflerin-drone-fly-397287_0010000_0247920.wav,klemenflerin-drone-fly-397287_0010000_0247920,869989bdb687f76d5300c16c349afaf8a182ea63
clean,klemenflerin-drone-fly-397287_0010000_0247920_seg_019_0067500_0071500.wav,output_v4/clean_drone_segments/klemenflerin-drone-fly-397287_0010000_0247920_seg_019_0067500_0071500.wav,3ea3350eb3fe4a548cd28994b72343e54c5d3586,source/klemenflerin-drone-fly-397287_0010000_0247920.wav,klemenflerin-drone-fly-397287_0010000_0247920,869989bdb687f76d5300c16c349afaf8a182ea63
